diver_id,diver_number,height,ave_score,high_score,times_competed
38960,202C,202C,1M,26.25,26.25,1
38960,203B,203B,1M,39.18,47.15,28
38960,203C,203C,1M,33.13,44.00,23
38960,203C,203C,3M,30.40,32.30,2
38960,205B,205B,3M,43.25,49.50,3
38960,205C,205C,3M,45.73,61.60,36
38960,205C,205C,5M,44.50,58.50,18
38960,301B,301B,1M,28.90,38.25,24
38960,301B,301B,3M,35.81,47.50,23
38960,301B,301B,7.5M,34.68,45.60,10
38960,301C,301C,1M,23.30,28.00,8
38960,301C,301C,3M,27.90,37.80,9
38960,301C,301C,5M,28.06,36.00,13
38960,302C,302C,1M,27.20,27.20,1
38960,303B,303B,1M,42.72,46.80,10
38960,303C,303C,1M,37.41,49.35,19
38960,303C,303C,3M,30.00,30.00,1
38960,303C,303C,5M,38.85,42.00,3
38960,304C,304C,1M,35.65,37.95,2
38960,305B,305B,3M,43.75,47.25,3
38960,305C,305C,1M,41.89,57.00,27
38960,305C,305C,3M,45.88,63.00,31
38960,305C,305C,10M,45.03,58.80,12
38960,401B,401B,1M,29.27,36.75,33
38960,401B,401B,3M,22.96,27.30,5
38960,401B,401B,5M,22.69,34.50,4
38960,401B,401B,7.5M,21.70,23.10,2
38960,401B,401B,10M,25.20,25.20,1
38960,401C,401C,1M,25.20,25.20,1
38960,401C,401C,3M,22.75,22.75,1
38960,403B,403B,1M,46.25,52.80,26
38960,403B,403B,3M,39.11,48.30,28
38960,403B,403B,7.5M,35.28,43.05,10
38960,403B,403B,10M,41.00,48.00,10
38960,403C,403C,1M,39.00,49.50,22
38960,403C,403C,3M,33.49,37.05,4
38960,403C,403C,5M,25.67,42.90,3
38960,405C,405C,3M,44.42,59.13,44
38960,405C,405C,5M,39.78,55.80,6
38960,405C,405C,7.5M,42.64,59.40,17
38960,407C,407C,10M,30.40,32.00,2
38960,5132D,5132D,1M,41.07,46.20,9
38960,5132D,5132D,3M,37.32,45.15,11
38960,5132D,5132D,5M,40.70,40.70,1
38960,5152B,5152B,3M,54.56,67.50,12
38960,5221D,5221D,1M,17.00,27.20,3
38960,5223D,5223D,1M,32.74,44.85,15
38960,5231D,5231D,1M,40.88,47.25,15
38960,5231D,5231D,3M,38.32,48.00,34
38960,5231D,5231D,5M,39.45,45.15,7
38960,5231D,5231D,7.5M,37.60,45.00,15
38960,5233D,5233D,1M,44.16,52.50,26
38960,5233D,5233D,3M,40.88,55.20,31
38960,5233D,5233D,5M,45.97,55.00,18
38960,5233D,5233D,7.5M,39.20,44.40,3
38960,5235D,5235D,3M,38.21,60.20,12
38960,5253B,5253B,10M,41.60,41.60,1
38960,612B,612B,7.5M,23.72,31.50,14
38960,614B,614B,10M,38.50,43.20,6
38872,001A,001A,3M,18.00,18.00,1
38872,001B,001B,1M,19.50,19.50,1
38872,001B,001B,3M,20.00,20.00,1
38872,001D,001D,3M,18.50,18.50,1
38872,002A,002A,3M,20.83,23.50,3
38872,100B,100B,3M,16.50,18.50,3
38872,101B,101B,1M,20.34,23.40,7
38872,101B,101B,3M,21.38,21.75,2
38872,101C,101C,1M,19.80,19.80,1
38872,101C,101C,3M,20.30,20.30,1
38872,102B,102B,1M,21.75,26.25,6
38872,102C,102C,1M,15.40,15.40,1
38872,103C,103C,1M,25.60,31.20,6
38872,103C,103C,3M,24.00,27.75,2
38872,200A,200A,3M,17.00,17.00,1
38872,200B,200B,3M,14.00,14.00,1
38872,201A,201A,1M,23.38,25.50,2
38872,201C,201C,1M,22.75,25.50,6
38872,202B,202B,1M,22.40,22.40,1
38872,202C,202C,1M,17.75,24.00,6
38872,301C,301C,1M,20.80,24.00,4
38872,302C,302C,1M,24.00,25.60,4
38872,401B,401B,1M,24.38,27.00,2
38872,401C,401C,1M,24.73,28.70,6
38872,401C,401C,3M,17.77,22.10,3
38872,402C,402C,1M,22.63,26.40,7
38872,5111A,5111A,1M,0.00,0.00,1
38872,5111B,5111B,1M,12.47,22.10,3
38872,5121D,5121D,1M,21.04,24.65,4
38872,5122D,5122D,1M,16.15,16.15,1
38878,001B,001B,3M,0.00,0.00,1
38878,101B,101B,1M,26.00,28.60,8
38878,101B,101B,3M,27.00,30.75,8
38878,101B,101B,5M,24.38,26.00,2
38878,101C,101C,1M,17.40,17.40,1
38878,101C,101C,3M,21.00,21.00,1
38878,102B,102B,1M,21.75,21.75,1
38878,103B,103B,1M,34.13,41.40,54
38878,103B,103B,3M,31.40,42.00,49
38878,103B,103B,5M,32.30,35.70,6
38878,103B,103B,7.5M,31.89,36.00,15
38878,103C,103C,1M,21.20,21.60,2
38878,103C,103C,3M,39.90,41.80,6
38878,104B,104B,1M,35.36,41.40,4
38878,104C,104C,1M,39.52,49.50,13
38878,105B,105B,1M,48.26,62.40,25
38878,105B,105B,3M,46.56,60.00,68
38878,105B,105B,7.5M,45.40,54.00,18
38878,105C,105C,1M,38.55,48.00,16
38878,105C,105C,3M,39.48,46.20,9
38878,105C,105C,5M,38.40,38.40,1
38878,201B,201B,1M,32.09,38.40,34
38878,201B,201B,3M,35.25,43.20,35
38878,201C,201C,1M,30.45,41.40,21
38878,201C,201C,3M,32.25,40.85,20
38878,203B,203B,1M,44.41,57.50,29
38878,203C,203C,1M,34.95,45.00,40
38878,205C,205C,3M,48.56,64.40,68
38878,205C,205C,7.5M,46.20,54.60,9
38878,301B,301B,1M,34.69,41.40,43
38878,301B,301B,3M,37.95,45.60,38
38878,301B,301B,7.5M,35.66,44.65,15
38878,301C,301C,1M,28.18,36.00,13
38878,301C,301C,3M,32.54,41.40,13
38878,301C,301C,5M,29.60,29.60,1
38878,303B,303B,1M,46.04,60.00,19
38878,303C,303C,1M,38.08,51.45,30
38878,303C,303C,3M,41.67,45.00,3
38878,305C,305C,3M,46.99,65.80,52
38878,401B,401B,1M,29.98,34.50,31
38878,401B,401B,3M,30.12,44.00,19
38878,401B,401B,5M,29.10,36.00,5
38878,401B,401B,7.5M,26.80,35.70,7
38878,401C,401C,1M,32.82,41.40,11
38878,401C,401C,3M,23.40,23.40,1
38878,402C,402C,1M,20.40,24.80,2
38878,403B,403B,1M,46.80,55.20,17
38878,403B,403B,3M,39.40,45.15,36
38878,403B,403B,5M,42.80,46.80,3
38878,403B,403B,7.5M,40.76,48.30,17
38878,403C,403C,1M,41.19,52.80,29
38878,403C,403C,3M,28.78,40.85,11
38878,403C,403C,5M,32.45,33.00,2
38878,405C,405C,3M,42.77,55.35,27
38878,5122D,5122D,1M,20.90,21.85,2
38878,5152B,5152B,3M,25.50,45.00,3
38878,5221D,5221D,1M,30.69,36.55,9
38878,5223D,5223D,1M,39.74,46.00,27
38878,5231D,5231D,1M,40.41,50.40,35
38878,5231D,5231D,3M,38.25,47.00,57
38878,5231D,5231D,5M,36.54,40.95,5
38878,5233D,5233D,3M,43.28,50.40,23
38878,5233D,5233D,5M,40.50,45.00,5
38878,5331D,5331D,1M,42.58,50.60,17
38878,5333D,5333D,3M,43.97,53.75,17
38878,612B,612B,5M,30.60,35.70,4
38878,612B,612B,7.5M,34.32,38.70,15
38831,001C,001C,3M,19.50,19.50,1
38831,002C,002C,3M,17.50,17.50,1
38831,101B,101B,1M,37.58,42.30,4
38831,101B,101B,3M,42.99,46.55,4
38831,101C,101C,3M,25.90,26.60,2
38831,102B,102B,1M,25.50,25.50,2
38831,102C,102C,3M,23.85,26.25,5
38831,103B,103B,1M,32.02,37.40,12
38831,103B,103B,3M,28.84,34.40,18
38831,103B,103B,5M,27.86,35.70,9
38831,103B,103B,7.5M,29.40,31.20,4
38831,103C,103C,1M,25.04,32.00,10
38831,103C,103C,3M,24.00,31.50,7
38831,104B,104B,1M,37.49,41.40,5
38831,104C,104C,1M,34.93,45.10,8
38831,105B,105B,1M,40.57,50.70,12
38831,105B,105B,3M,41.17,48.00,23
38831,105B,105B,7.5M,32.40,32.40,1
38831,105C,105C,1M,42.60,45.60,4
38831,105C,105C,3M,33.83,40.70,4
38831,200A,200A,3M,20.00,20.00,1
38831,201B,201B,1M,33.97,39.60,15
38831,201B,201B,3M,36.38,40.85,13
38831,201B,201B,5M,26.40,26.40,1
38831,201B,201B,7.5M,34.20,34.20,1
38831,201C,201C,1M,24.83,31.50,20
38831,201C,201C,3M,29.67,38.25,20
38831,201C,201C,5M,27.52,34.50,13
38831,202C,202C,1M,24.25,28.50,6
38831,203B,203B,1M,41.45,52.90,21
38831,203B,203B,3M,35.34,41.80,8
38831,203B,203B,5M,35.08,44.85,2
38831,203C,203C,1M,32.50,41.00,14
38831,203C,203C,5M,37.00,37.00,1
38831,205C,205C,3M,42.27,56.00,13
38831,301B,301B,1M,33.29,40.80,12
38831,301B,301B,3M,35.15,38.95,8
38831,301B,301B,7.5M,37.05,37.05,1
38831,301C,301C,1M,29.44,40.50,23
38831,301C,301C,3M,32.10,42.75,20
38831,301C,301C,5M,28.44,34.40,9
38831,302C,302C,1M,22.13,26.40,3
38831,302C,302C,3M,26.07,28.90,3
38831,303B,303B,1M,43.93,54.00,14
38831,303C,303C,1M,38.96,45.15,10
38831,303C,303C,3M,33.22,39.00,9
38831,305C,305C,3M,43.46,57.40,12
38831,401B,401B,1M,29.29,34.50,20
38831,401B,401B,3M,24.85,30.80,14
38831,401B,401B,5M,30.75,30.75,1
38831,401C,401C,1M,29.65,40.50,14
38831,401C,401C,3M,31.83,43.70,7
38831,401C,401C,5M,23.92,29.40,6
38831,402C,402C,1M,27.60,28.80,2
38831,403B,403B,1M,45.17,55.20,18
38831,403B,403B,3M,38.27,44.10,18
38831,403B,403B,7.5M,39.90,39.90,1
38831,403C,403C,1M,35.30,41.80,11
38831,403C,403C,3M,30.00,36.10,12
38831,403C,403C,5M,37.07,41.80,10
38831,404C,404C,3M,39.60,46.80,9
38831,405C,405C,3M,39.49,49.95,14
38831,405C,405C,7.5M,39.49,47.25,4
38831,5121D,5121D,1M,18.70,18.70,1
38831,5122D,5122D,1M,27.55,35.15,8
38831,5132D,5132D,1M,36.84,48.40,21
38831,5132D,5132D,3M,35.40,39.90,7
38831,5132D,5132D,5M,30.80,33.00,2
38831,5221D,5221D,1M,28.48,33.15,6
38831,5223D,5223D,1M,46.58,49.45,2
38831,5231D,5231D,3M,34.84,43.00,20
38831,5231D,5231D,5M,35.35,40.95,12
38831,5231D,5231D,7.5M,40.00,43.00,3
38831,5233D,5233D,3M,43.80,46.80,8
38831,5235D,5235D,3M,44.22,54.60,6
38831,5331D,5331D,1M,38.85,44.00,11
38831,5333D,5333D,1M,44.46,52.00,5
38831,5333D,5333D,3M,41.50,45.00,5
38863,001B,001B,3M,16.00,16.00,1
38863,101B,101B,1M,31.47,45.00,3
38863,101B,101B,3M,32.55,36.75,5
38863,103B,103B,1M,34.61,43.80,37
38863,103B,103B,3M,35.77,49.20,47
38863,103B,103B,5M,35.82,39.00,10
38863,103B,103B,7.5M,36.71,42.40,9
38863,103B,103B,10M,38.00,40.00,2
38863,103C,103C,1M,35.57,38.40,15
38863,103C,103C,3M,28.50,28.50,1
38863,104B,104B,1M,32.30,39.10,9
38863,104C,104C,1M,33.16,42.90,7
38863,105B,105B,1M,55.17,66.30,33
38863,105B,105B,3M,46.96,56.40,35
38863,105B,105B,5M,37.79,45.50,9
38863,105B,105B,7.5M,48.73,57.60,12
38863,105C,105C,1M,40.28,55.20,22
38863,105C,105C,3M,30.06,37.62,2
38863,107B,107B,3M,63.72,76.73,26
38863,107C,107C,1M,53.30,67.50,15
38863,107C,107C,3M,50.30,63.00,14
38863,107C,107C,7.5M,49.42,64.40,5
38863,109C,109C,3M,53.20,88.35,3
38863,201B,201B,1M,32.97,49.20,53
38863,201B,201B,3M,40.54,48.00,38
38863,201B,201B,5M,36.70,43.20,10
38863,201C,201C,3M,29.73,41.65,17
38863,201C,201C,5M,30.45,32.40,2
38863,203B,203B,1M,42.28,48.30,14
38863,203B,203B,3M,27.07,35.64,2
38863,203C,203C,1M,23.00,23.00,1
38863,203C,203C,3M,34.20,34.20,1
38863,204C,204C,1M,23.00,23.00,1
38863,204C,204C,3M,18.50,18.50,1
38863,205B,205B,3M,57.56,73.50,24
38863,205C,205C,1M,52.25,67.50,18
38863,205C,205C,3M,51.40,61.60,7
38863,205C,205C,5M,63.75,67.50,3
38863,301B,301B,1M,29.57,37.40,11
38863,301B,301B,3M,40.11,50.35,30
38863,301B,301B,7.5M,40.85,41.80,2
38863,301B,301B,10M,31.35,33.25,2
38863,302A,302A,1M,15.50,15.50,1
38863,302C,302C,1M,14.00,14.00,1
38863,303B,303B,1M,44.40,44.40,1
38863,303C,303C,1M,44.03,51.45,15
38863,303C,303C,3M,31.30,36.00,3
38863,305C,305C,1M,53.17,74.25,27
38863,305C,305C,3M,57.75,72.80,12
38863,305C,305C,7.5M,57.76,71.05,3
38863,307C,307C,3M,62.66,89.25,18
38863,401B,401B,1M,34.48,49.20,51
38863,401B,401B,3M,37.32,51.00,13
38863,401B,401B,5M,36.54,43.20,10
38863,403B,403B,1M,46.82,60.00,33
38863,403B,403B,3M,42.34,51.45,40
38863,403B,403B,10M,36.17,46.00,3
38863,403C,403C,1M,34.04,46.20,23
38863,403C,403C,5M,44.81,53.90,15
38863,403C,403C,7.5M,40.85,40.85,2
38863,405B,405B,3M,62.17,69.75,19
38863,405C,405C,1M,61.34,79.05,20
38863,405C,405C,3M,47.46,69.66,37
38863,405C,405C,5M,63.81,67.43,3
38863,405C,405C,7.5M,53.27,70.20,13
38863,407C,407C,3M,57.69,73.95,16
38863,5121D,5121D,1M,18.91,22.10,4
38863,5122D,5122D,1M,22.17,32.30,3
38863,5132D,5132D,1M,40.55,49.50,44
38863,5132D,5132D,3M,42.65,53.55,44
38863,5132D,5132D,5M,42.77,52.80,15
38863,5132D,5132D,7.5M,43.58,45.15,2
38863,5132D,5132D,10M,46.73,47.25,2
38863,5152B,5152B,3M,54.23,67.50,13
38863,5152B,5152B,10M,54.62,60.90,3
38863,5154B,5154B,3M,68.49,85.00,22
38863,5221D,5221D,1M,29.40,29.40,2
38863,5231D,5231D,1M,35.00,36.75,3
38863,5231D,5231D,3M,39.25,44.00,4
38863,5231D,5231D,7.5M,36.00,37.00,2
38863,5233D,5233D,1M,45.00,53.75,12
38863,5233D,5233D,3M,47.60,51.60,6
38863,5233D,5233D,5M,48.66,53.75,8
38863,5235D,5235D,3M,55.53,61.60,3
38863,5235D,5235D,5M,59.93,63.80,3
38863,5235D,5235D,7.5M,59.50,60.20,2
38863,5335D,5335D,1M,57.84,67.50,17
38863,5337D,5337D,3M,65.66,75.25,10
38863,612B,612B,7.5M,38.40,40.50,3
38863,612B,612B,10M,17.50,17.50,1
38863,614B,614B,10M,40.40,45.60,3
38863,621A,621A,5M,14.00,14.00,1
38974,001D,001D,3M,16.13,23.00,4
38974,002D,002D,1M,14.50,14.50,1
38974,100C,100C,1M,13.50,13.50,1
38974,100C,100C,3M,15.88,18.50,4
38974,101B,101B,1M,21.78,26.00,4
38974,101B,101B,3M,28.67,39.00,9
38974,101B,101B,5M,21.45,21.45,1
38974,101B,101B,10M,31.93,36.00,7
38974,101C,101C,1M,19.95,24.60,4
38974,101C,101C,3M,24.73,30.10,3
38974,102C,102C,1M,21.70,23.80,3
38974,103B,103B,1M,32.47,39.95,43
38974,103B,103B,3M,31.97,41.40,49
38974,103B,103B,5M,31.64,38.25,9
38974,103B,103B,7.5M,31.57,35.20,13
38974,103B,103B,10M,33.16,39.20,11
38974,103C,103C,1M,21.60,21.60,1
38974,103C,103C,3M,25.50,27.75,2
38974,104B,104B,1M,36.80,43.70,7
38974,104C,104C,1M,37.00,42.90,11
38974,105B,105B,1M,44.51,57.20,27
38974,105B,105B,3M,47.51,57.60,55
38974,105B,105B,5M,40.68,54.60,17
38974,105B,105B,7.5M,40.06,50.40,13
38974,105C,105C,1M,38.00,46.80,9
38974,105C,105C,3M,34.10,45.10,8
38974,105C,105C,5M,41.49,49.20,7
38974,107C,107C,3M,34.16,40.60,5
38974,107C,107C,10M,0.00,0.00,1
38974,200C,200C,1M,16.25,19.50,2
38974,200C,200C,3M,16.13,18.00,4
38974,201A,201A,1M,28.05,28.05,1
38974,201B,201B,1M,31.36,36.00,24
38974,201B,201B,3M,34.69,42.60,28
38974,201C,201C,1M,27.88,36.00,17
38974,201C,201C,3M,30.01,40.20,17
38974,201C,201C,5M,26.14,31.50,7
38974,203B,203B,1M,38.95,49.45,30
38974,203B,203B,5M,39.87,43.70,3
38974,203C,203C,1M,29.78,39.00,23
38974,205C,205C,3M,42.14,60.20,46
38974,205C,205C,5M,42.00,54.00,10
38974,301B,301B,1M,31.14,35.70,22
38974,301B,301B,3M,33.39,40.85,25
38974,301B,301B,7.5M,36.04,42.75,17
38974,301B,301B,10M,37.17,44.65,8
38974,301C,301C,1M,28.33,34.40,22
38974,301C,301C,3M,30.96,38.40,25
38974,301C,301C,5M,27.54,34.40,7
38974,303B,303B,1M,41.65,49.20,17
38974,303C,303C,1M,35.07,38.85,5
38974,303C,303C,5M,40.82,48.30,8
38974,305C,305C,1M,28.00,33.00,3
38974,305C,305C,3M,41.06,58.80,33
38974,305C,305C,7.5M,31.90,33.35,2
38974,401B,401B,1M,28.63,33.75,39
38974,401B,401B,3M,29.72,41.40,13
38974,401B,401B,5M,28.59,33.75,8
38974,401B,401B,10M,30.57,33.60,6
38974,401C,401C,1M,30.53,36.90,6
38974,401C,401C,3M,33.96,37.05,4
38974,402C,402C,1M,24.00,24.00,1
38974,403B,403B,1M,43.73,52.80,33
38974,403B,403B,3M,38.23,47.25,29
38974,403B,403B,5M,44.40,44.40,1
38974,403B,403B,7.5M,38.73,44.10,18
38974,403B,403B,10M,40.75,45.00,4
38974,403C,403C,1M,36.04,42.90,21
38974,403C,403C,3M,31.98,39.90,6
38974,403C,403C,5M,36.16,47.30,8
38974,404C,404C,3M,40.20,45.60,6
38974,405C,405C,3M,41.29,58.73,44
38974,405C,405C,7.5M,43.79,54.00,16
38974,5132D,5132D,1M,40.33,42.90,3
38974,5132D,5132D,3M,35.25,44.73,8
38974,5134D,5134D,1M,40.95,40.95,1
38974,5152B,5152B,3M,48.19,60.75,12
38974,5221D,5221D,1M,32.02,33.15,3
38974,5223D,5223D,1M,34.70,42.55,14
38974,5231D,5231D,1M,37.36,43.05,15
38974,5231D,5231D,3M,37.62,44.40,33
38974,5231D,5231D,5M,36.88,47.25,8
38974,5231D,5231D,7.5M,37.23,45.00,13
38974,5233D,5233D,1M,35.55,48.75,8
38974,5233D,5233D,3M,45.10,54.00,31
38974,5233D,5233D,5M,41.25,41.25,1
38974,5233D,5233D,7.5M,42.18,50.40,13
38974,5251B,5251B,10M,48.20,58.50,13
38974,5331D,5331D,1M,43.23,51.70,15
38974,5331D,5331D,3M,38.24,48.30,11
38974,5331D,5331D,10M,43.58,50.40,4
38974,5333D,5333D,1M,44.70,62.40,22
38974,5333D,5333D,3M,49.64,60.00,7
38974,5335D,5335D,3M,47.56,58.73,15
38974,612B,612B,5M,22.95,22.95,1
38974,612B,612B,7.5M,31.58,37.80,11
38974,612B,612B,10M,38.55,47.50,12
38974,612C,612C,5M,13.50,13.50,1
38974,614B,614B,10M,39.20,52.80,9
38973,001B,001B,3M,21.50,21.50,1
38973,002A,002A,3M,19.00,19.00,1
38973,101B,101B,1M,20.48,24.70,2
38973,101B,101B,3M,26.25,27.00,2
38973,101B,101B,5M,20.80,20.80,1
38973,101C,101C,1M,24.60,24.60,1
38973,101C,101C,3M,30.10,30.10,1
38973,103B,103B,1M,35.37,45.90,46
38973,103B,103B,3M,35.96,50.40,45
38973,103B,103B,5M,31.34,39.95,8
38973,103B,103B,7.5M,34.40,40.80,7
38973,103B,103B,10M,38.53,41.60,12
38973,103C,103C,1M,26.40,28.80,2
38973,103C,103C,3M,29.25,29.25,1
38973,103C,103C,5M,29.60,29.60,1
38973,103C,103C,7.5M,34.50,36.00,4
38973,104C,104C,1M,38.19,48.40,14
38973,105B,105B,1M,57.06,74.10,28
38973,105B,105B,3M,44.74,57.60,23
38973,105B,105B,5M,43.68,59.80,5
38973,105B,105B,7.5M,46.89,56.40,13
38973,105C,105C,1M,37.13,51.60,17
38973,105C,105C,3M,35.20,41.80,5
38973,105C,105C,5M,36.48,40.80,5
38973,107B,107B,3M,64.11,77.50,67
38973,107B,107B,10M,64.58,75.00,37
38973,107C,107C,1M,58.01,75.00,34
38973,107C,107C,3M,41.47,67.20,18
38973,107C,107C,7.5M,52.42,67.20,9
38973,109C,109C,10M,56.93,85.47,8
38973,201B,201B,1M,32.36,40.80,33
38973,201B,201B,3M,37.34,46.80,34
38973,201B,201B,10M,40.35,49.80,6
38973,201C,201C,1M,26.19,31.50,12
38973,201C,201C,3M,29.29,35.70,11
38973,203B,203B,1M,48.74,60.95,21
38973,203C,203C,1M,33.65,45.00,23
38973,203C,203C,3M,36.86,42.75,5
38973,203C,203C,7.5M,34.96,38.00,5
38973,205B,205B,3M,64.40,79.50,66
38973,205C,205C,1M,61.03,79.50,38
38973,205C,205C,3M,61.86,78.40,16
38973,205C,205C,5M,67.20,84.00,10
38973,205C,205C,7.5M,55.18,71.40,12
38973,207C,207C,10M,65.79,99.00,28
38973,209C,209C,10M,0.00,0.00,1
38973,301B,301B,1M,32.71,43.35,29
38973,301B,301B,3M,39.27,52.20,34
38973,301B,301B,10M,42.60,42.60,1
38973,301C,301C,1M,22.60,24.80,4
38973,301C,301C,3M,27.93,35.40,9
38973,301C,301C,5M,21.60,21.60,1
38973,303B,303B,1M,50.40,54.00,6
38973,303C,303C,1M,40.95,44.10,2
38973,303C,303C,3M,47.50,48.00,2
38973,303C,303C,5M,29.40,29.40,1
38973,303C,303C,7.5M,44.25,52.00,4
38973,305B,305B,3M,59.71,85.50,18
38973,305C,305C,1M,64.59,81.00,48
38973,305C,305C,3M,58.70,77.00,23
38973,305C,305C,10M,66.08,79.80,33
38973,307B,307B,10M,0.00,0.00,1
38973,307C,307C,3M,64.27,99.75,31
38973,307C,307C,10M,78.60,93.50,12
38973,401B,401B,1M,31.86,40.50,44
38973,401B,401B,3M,30.16,49.20,25
38973,401B,401B,5M,29.33,31.50,9
38973,401B,401B,7.5M,33.60,33.60,1
38973,401B,401B,10M,48.90,49.80,2
38973,401C,401C,1M,26.60,26.60,1
38973,401C,401C,3M,20.15,20.15,1
38973,402C,402C,1M,24.80,25.60,2
38973,403B,403B,1M,50.94,63.60,20
38973,403B,403B,3M,47.04,53.55,21
38973,403B,403B,7.5M,43.28,50.40,9
38973,403B,403B,10M,46.56,52.00,9
38973,403C,403C,1M,36.49,48.40,17
38973,403C,403C,3M,32.65,44.65,11
38973,403C,403C,5M,51.70,51.70,1
38973,403C,403C,10M,35.10,35.10,1
38973,405B,405B,3M,64.43,74.25,50
38973,405C,405C,1M,61.32,88.35,40
38973,405C,405C,3M,50.03,66.15,33
38973,405C,405C,5M,60.45,63.55,3
38973,405C,405C,7.5M,52.37,62.10,19
38973,407C,407C,3M,63.92,71.40,5
38973,407C,407C,10M,65.95,81.60,47
38973,5122D,5122D,1M,37.05,37.05,1
38973,5124D,5124D,1M,36.23,37.95,2
38973,5132D,5132D,1M,45.58,56.10,34
38973,5132D,5132D,3M,47.39,54.60,22
38973,5132D,5132D,5M,40.15,41.80,2
38973,5132D,5132D,7.5M,42.67,50.40,11
38973,5132D,5132D,10M,49.70,55.65,12
38973,5134D,5134D,1M,60.32,68.90,5
38973,5134D,5134D,3M,48.75,57.50,6
38973,5134D,5134D,5M,40.63,42.90,4
38973,5136D,5136D,1M,59.35,75.95,12
38973,5136D,5136D,3M,41.81,51.00,8
38973,5152B,5152B,1M,62.00,69.60,16
38973,5152B,5152B,3M,63.74,78.00,32
38973,5152B,5152B,10M,56.70,66.70,10
38973,5154B,5154B,3M,72.14,84.15,51
38973,5221D,5221D,1M,27.77,28.90,3
38973,5223D,5223D,1M,36.51,40.25,4
38973,5231D,5231D,1M,37.20,46.20,14
38973,5231D,5231D,3M,39.78,46.00,18
38973,5231D,5231D,5M,36.23,39.90,4
38973,5233D,5233D,1M,50.77,57.50,13
38973,5233D,5233D,3M,43.20,46.80,4
38973,5233D,5233D,5M,45.31,56.25,4
38973,5235D,5235D,3M,50.05,56.00,4
38973,5235D,5235D,5M,61.38,68.15,6
38973,5235D,5235D,7.5M,56.18,61.60,8
38973,5253B,5253B,10M,68.41,78.40,23
38973,5255B,5255B,10M,71.54,91.80,18
38973,5335D,5335D,1M,64.07,79.50,42
38973,5335D,5335D,3M,62.35,65.25,3
38973,5337D,5337D,3M,72.87,92.75,61
38973,612B,612B,5M,31.26,38.25,9
38973,612B,612B,7.5M,31.95,36.90,6
38973,612B,612B,10M,38.09,47.50,11
38973,6241B,6241B,10M,35.10,47.25,3
38973,6243D,6243D,10M,62.58,81.60,31
38973,6245D,6245D,10M,64.54,79.20,7
38973,628C,628C,10M,0.00,0.00,1
38661,001A,001A,1M,16.00,17.00,2
38661,001B,001B,3M,18.00,18.00,1
38661,001B,001B,5M,19.50,19.50,1
38661,001C,001C,3M,18.06,22.00,8
38661,001C,001C,5M,18.50,18.50,1
38661,001D,001D,3M,17.80,19.50,5
38661,002A,002A,1M,13.40,15.00,5
38661,002A,002A,3M,16.61,21.50,9
38661,002C,002C,3M,7.00,14.00,2
38661,002C,002C,5M,18.50,18.50,1
38661,002D,002D,3M,15.00,15.00,1
38661,100A,100A,1M,16.19,19.00,8
38661,100A,100A,3M,16.00,19.00,10
38661,100A,100A,5M,19.50,19.50,1
38661,100C,100C,1M,16.50,17.00,2
38661,100C,100C,3M,14.25,14.50,2
38661,101B,101B,1M,18.85,22.75,2
38661,101B,101B,5M,17.00,17.00,1
38661,101C,101C,1M,16.67,20.40,14
38661,101C,101C,3M,20.04,27.30,11
38661,102C,102C,1M,16.36,21.00,10
38661,103B,103B,3M,27.73,31.20,3
38661,103C,103C,1M,21.24,30.40,9
38661,200A,200A,1M,15.32,20.50,11
38661,200A,200A,3M,15.21,21.00,12
38661,200A,200A,5M,18.00,18.00,1
38661,200C,200C,1M,17.00,17.00,1
38661,200C,200C,3M,15.00,15.00,1
38661,201A,201A,1M,17.51,27.20,7
38661,201B,201B,1M,24.80,24.80,1
38661,201C,201C,1M,19.92,27.75,9
38661,201C,201C,3M,29.18,30.60,3
38661,301C,301C,1M,21.92,29.60,10
38661,301C,301C,3M,32.10,35.10,3
38661,301C,301C,5M,11.00,11.00,1
38661,302C,302C,1M,17.14,22.40,7
38661,401B,401B,1M,21.75,26.25,3
38661,401B,401B,3M,26.60,27.30,2
38661,401B,401B,5M,16.50,16.50,1
38661,401C,401C,1M,18.56,23.80,12
38661,401C,401C,3M,17.44,23.40,6
38661,403C,403C,3M,31.35,34.20,3
38661,5211A,5211A,1M,29.70,36.90,3
38661,5211A,5211A,3M,28.33,33.00,3
38661,5301A,5301A,1M,16.50,18.00,6
38661,5301A,5301A,3M,15.33,20.50,6
38551,001B,001B,1M,19.33,23.00,3
38551,001B,001B,3M,15.00,16.00,2
38551,001C,001C,3M,13.00,15.50,2
38551,001D,001D,1M,17.67,19.50,3
38551,001D,001D,3M,15.88,19.50,4
38551,001D,001D,7.5M,16.50,16.50,1
38551,002A,002A,1M,19.25,20.00,2
38551,002D,002D,1M,13.00,13.00,1
38551,002D,002D,3M,14.50,19.00,4
38551,100A,100A,1M,16.25,19.00,2
38551,100A,100A,3M,14.75,17.00,4
38551,100B,100B,1M,16.67,18.00,3
38551,100B,100B,3M,14.00,16.50,2
38551,100C,100C,1M,16.70,19.00,5
38551,100C,100C,3M,17.13,18.00,4
38551,100C,100C,5M,17.50,17.50,1
38551,101A,101A,1M,23.10,23.10,1
38551,101B,101B,1M,28.19,39.00,8
38551,101B,101B,3M,25.86,39.00,9
38551,101B,101B,5M,28.53,33.00,4
38551,101C,101C,1M,20.70,22.20,2
